"V1"
7,37831671269009
11,4908260111644
7,22933111177191
12,792763370671
4,40829042890801
5,13001401693529
9,65028682022444
9,90203783841874
11,0243411544615
7,21767350583442
14,162761180698
13,4925686869453
8,47530056081682
10,515479746518
13,8369508754432
11,7177767980225
9,78452637591799
10,8810337513782
10,3751814599077
10,2806708293914
14,1742793122221
14,1840218985815
13,502390165876
10,6162899065996
7,78164766013573
8,90611748215984
11,3756809005609
12,7525175626263
10,036644966296
12,2678888836546
7,98396722882018
11,858524805509
8,0316434751772
14,6342491687374
10,5865687385663
9,05129405803699
7,06337243164412
10,5392474414974
10,3663855032985
10,3147035668806
14,340582074383
10,7361230273825
13,4858400192846
10,54643137379
7,88241509826058
11,112645186231
12,3928343836704
9,78793937260937
9,04863457355883
11,8669734516523
14,9112352870756
6,33011108844188
8,62611673234297
12,1261708409734
10,6632100552759
13,785128253608
4,47730633171359
11,5390082723102
9,27715651076644
13,2901348360066
8,991824742312
11,2247614890585
11,5326539938376
11,9879921197215
12,0894596957899
6,96736570252436
8,35055551311221
8,93022322924389
14,8658074512525
6,09941718369128
10,2050549915263
10,1639001991217
10,2665737646497
7,81566097341241
12,7636334344553
12,8322165606503
14,3987901710229
9,70903613602884
6,4269588675765
6,84666041422695
10,0914264188016
11,1324615970069
15,8675358267391
8,59622714718211
10,5985667350538
10,7923109847188
12,244634050126
11,967802724252
13,7783880707034
9,55306267957135
7,26193994865628
10,7625601634123
14,1085111419668
6,14027779129398
8,64495341866118
9,19223080453088
10,6139181101213
15,7897081904979
10,4955956670112
8,17592829920263
11,1582904542456
10,9510849165654
9,85500726325442
11,0136177772874
12,1999211757504
9,70510549783177
13,1056498729024
11,1274900910862
13,7119351328064
8,39967937109732
11,3524483714089
11,453935364916
10,0267206505823
11,073811877509
9,15334540841744
7,45504306975609
13,4920796142883
8,16041041443719
10,847323348417
15,343359782343
12,2442696746198
11,3460821479538
8,63748532126089
10,1804816922601
11,6502343845253
15,1257121779249
11,1025929030978
5,2004819069986
9,79286787538323
10,2709633889626
13,2161709039279
12,887871195128
9,07357530731029
10,3434779216214
8,71530976665337
9,20653818777907
7,89638263980772
11,0731498578561
13,3945994011452
8,3144424019766
7,99419279308246
12,3084826221803
7,30095060115354
8,78094819588556
11,8050792138903
9,26378847045993
9,2136601659289
12,9782670480643
6,01880891866659
10,6884377694998
6,62432555496609
9,92472511215397
11,763717388533
11,1418237291457
9,5064958877717
11,8571829049534
7,27665286684396
9,13254326193863
7,88382139849552
10,8187408329127
10,717655826668
13,8121983336024
10,9399545741601
4,90342374696067
10,9494674409711
10,3125421225759
12,2665259752487
8,37452390601121
11,7145541153165
10,2913070249793
8,17555008331237
10,7862060906764
7,77891596390571
11,6486654046519
12,6894329460657
10,311360706201
9,60427753665702
11,0944414385826
10,289992492424
14,7760757927898
11,4464691698031
7,88263064272517
8,80279001587045
10,4162520199084
10,2208765387779
9,0205975736563
10,6816320241041
12,8413561513874
11,896509607785
18,5235557412414
13,8203465836346
7,66519349212263
10,5467150550515
11,3814674319998
4,27051099351424
12,4512870685051
11,6557839967755
10,697673855029
8,52357787300914
13,3831274542939
11,7659556361906
11,4269481517689
9,86729528867924
14,2003810514846
7,74518594169572
10,5365490051078
13,1658473389176
13,8002698931471
9,06030869881237
7,83130563098833
17,5461001610149
9,76811920872217
7,70425537656869
9,87337272220108
6,87778331656198
11,5276855003777
12,9781190860733
12,1042203204875
12,1154246098594
11,8341951466345
15,3698133811355
13,5198331682756
12,451820077973
10,6373549055965
11,9083141795003
10,5716955221558
9,94857020484686
14,154068760492
12,3420637488741
7,65564517001875
7,67038162148797
11,0635412106085
8,38983394926058
7,91817239224007
10,5453275444916
10,1834697697374
12,557373237383
7,60749223971159
9,30227464212311
11,6176069065037
9,83883546397354
11,3854385822853
10,1830896172119
9,80585335426653
9,28993270347541
7,47829140490224
10,8961283660623
10,2821427235131
8,9921899498013
13,7752800594784
13,3994877879509
9,7610452702079
12,041249267043
11,603719825377
8,37313248069059
14,1925205516327
9,33102284527678
7,27404899882887
10,3697884896362
9,85307136720376
9,19770324004873
7,58948556079029
17,4843825256125
7,48950299383058
12,9344365610498
11,5903804279831
10,2258986810978
10,69077949574
11,9093912999648
13,0881362082957
8,91824963550005
6,95067932270466
11,1463800204972
9,02368754866217
14,9509926097416
10,8148548354546
7,10505013441941
9,63342573936211
11,7101140191769
9,34560838892717
13,5921156249301
7,0150537185077
6,45171218177618
11,6973714632965
12,6006568525259
7,87228533697605
13,7485473877095
13,8796688170717
6,56558282542288
10,4261602119785
9,38836961244028
12,1100039537048
10,8361663168742
8,93193066398092
6,62216100839008
8,2088075343722
10,4374359774525
8,57242152661371
13,2797991285856
9,79625595637802
11,0721781760756
12,6558676435551
11,7870451139425
9,44149083497305
6,91662268885089
8,71928237785068
12,0224630608752
12,6427993389546
11,3207113900327
12,2334832324204
12,3692871057081
9,19624400666972
10,5647964545022
11,0335343043624
11,3958362588319
9,89298225911125
10,0210180566758
11,2545152951042
9,09760257127878
8,65359033833009
10,239484498037
11,0850428358959
6,39877773432359
10,7812996676943
8,48315977811312
11,9442540114979
9,66728257471043
4,85361006600963
6,68414608602497
10,2667704644541
12,5455334569572
10,6767432286213
13,5522947049181
13,0496332494521
14,4040158534518
11,9235926491884
8,6414796280261
8,39740483641498
12,9591730536263
8,21870311604996
12,6797822569179
12,3142104724801
9,72290726368631
8,94352461164284
9,65920561427842
13,9932877892238
9,36077891338691
11,3827892616879
10,3459731162512
11,272493800639
11,4124697036656
9,9524493316917
7,93262632708669
5,93760125329647
6,38863759449042
11,7292068897065
6,62135607727903
9,53100225062801
12,347658133359
9,48316688455232
9,75969722089964
8,30289043999707
14,2635665645832
6,73310179056681
9,45411037815428
9,84929002532774
9,40262327986675
10,4218082723234
12,6431045250268
14,6161070386505
11,5582164545357
11,1956690394145
11,3772635158814
8,94008694569771
10,3529500809158
16,7993879936499
10,74233479928
7,42473259453344
13,1820407827742
11,8669507853232
12,1155899599841
6,54646477854091
11,5328723978783
13,2322292245464
11,6519657698474
11,9055073444796
12,2736162399671
8,23182841651067
13,1307912373504
12,1417185927439
8,59754842700103
13,2762918792536
11,2718732020883
11,5468611104993
14,9942027568206
15,5284990541611
14,1981248868358
11,7620682924522
8,02564884180894
13,3844446795496
12,9579134886458
7,53464284619171
11,2615520513616
7,78802014497493
12,3583379556596
12,4366633792686
10,3652050733219
10,5328098654556
8,88063164969369
11,0406129824359
8,49478021748133
9,36762782957164
12,3127431365074
14,5631181340327
9,61397672194992
9,07511053952555
7,56468218442834
5,1562060634776
11,4188659556499
10,5729083841163
12,438959135926
10,109173026228
12,6670320990654
8,55231215648573
10,4195385231398
11,820521387835
13,0169966783879
12,8151284017054
9,72010301186986
11,098105254111
12,9876702779473
14,8359018296672
7,72049476676438
6,78527277344201
11,1093471640068
10,1272833359783
10,2361790955159
9,10215434404115
10,0277306285487
10,0479569193529
9,79425240960711
13,7847154810578
7,18979895997763
11,4118652584281
11,5703808719099
11,8687794628954
10,4249689070512
16,2343843077127
9,27105655188662
9,09346090043652
14,2395936801447
13,3779840033119
7,98972547175476
13,2712167224209
13,341952617944
9,1129106742426
11,3267072698727
4,03515606743168
9,15067135898186
13,8719702950292
8,3855017221391
9,15440791269879
7,16126510219994
5,40955014741413
8,00609778806776
10,5474610250838
12,8291512110576
14,025085757826
9,45275438811009
14,531917136198
10,7643611382981
10,0985409180553
10,6998011459681
13,0127361887783
11,7786232372798
11,1315276140221
12,1537706116259
10,6324895427124
8,75843201262297
10,1037229312707
12,2011857361865
12,584541533891
9,22714076452438
8,47681651807168
14,4282691445159
10,9297398697088
15,1419612834286
12,1236001503416
7,1153034290171
8,1997647271535
11,3678211376586
11,7642952772912
10,2044304072299
13,3836014609696
11,311487083026
14,0419016991852
12,0892994961605
9,10171748566436
6,4546455572817
8,57717825396859
9,21311445288224
9,64487317191062
12,8473399065561
12,7419391020774
10,9445711259925
11,3576325457915
12,6480566716335
12,6165383525827
10,5285642739211
13,9928805645887
11,32012301215
9,97918839219592
10,3303871844681
7,74257427426782
8,37404263818387
3,42388781274724
9,99574095279774
9,45491214648791
9,80193355748772
12,9767187916993
9,02321461690695
10,0174320535888
11,885525888464
12,3795060549943
9,86315133037018
13,0434542510615
7,48526769323529
12,710071476297
5,98849902240669
6,62322132573123
13,3057077936637
9,1159515739544
9,41545681517538
11,8944687947209
5,1966065794747
6,90966114490508
11,4681709781695
12,3164617727992
10,271428708426
14,1392016137248
7,26789511995974
9,68211680423222
10,0765281993311
10,122915404137
12,563314177661
12,5202448693957
13,2565740463963
10,2283031376113
8,16441409265021
12,0915578734426
15,7953446612777
9,5102190837
15,3013985508082
12,8876979163545
13,1421547125267
11,3496082562122
17,050705117299
7,93635856339091
11,8035765948507
10,2379817844533
9,30050060772626
8,91661389536079
14,0492244983784
9,26404980574563
6,07384143737656
15,2645647955105
9,37501805633666
10,7703161139778
9,43621702762807
12,5731372848285
10,8489584017211
10,3352698097047
13,2214862174988
15,201128799827
11,8897046593972
8,22672584865045
8,32871172822115
9,99606874822489
13,0325559291179
12,8123557702536
8,71492476871192
9,57665373500679
10,9705918491492
11,1825990546662
12,7944730660908
15,1096662533851
8,57010594804673
12,1639249830492
10,0163053442459
14,5105833301043
13,0633415505875
8,50890208852703
10,7507061415431
6,62169701431323
9,20697704079178
13,3669380431351
8,52976322570002
8,92494939838857
9,26356685673376
11,8578708257774
14,2776529509161
16,5979171285716
9,24675975627649
11,463516449251
8,93211549861557
10,6132601239796
6,08949199349801
15,3595803103849
11,264341804316
7,74257958341584
11,0416434508962
14,1092963063746
12,9348471664468
11,3203987461372
6,63675989257777
10,8972342703455
14,9659535042215
10,2618866557826
8,95515799032705
9,69373687768177
8,72591226213389
10,9809659285926
9,2389221822717
10,2338900439162
14,1017961491037
7,1799463971524
10,6206698583773
8,97620392143957
12,8995190121752
10,8915848296134
11,9517749299569
11,2449492336371
11,8879140851175
13,6890375809598
8,20645109728922
13,0521709075539
7,33097771159522
12,1913130009838
9,00150966389427
7,5013321764653
7,24396795509165
13,1951970984624
9,97387281062677
9,23323042383418
9,69809183254211
13,903504234501
11,7506228979779
9,96779173463333
8,69142671578847
12,1725740103417
8,60470494146212
9,44951394854482
10,6675118639854
11,8520819325812
15,1455974796229
13,3488726728765
9,80656593711535
13,0819886708961
8,84854672381096
11,6590088643209
9,71917404824115
6,74429024222311
7,47849853323366
8,75580477185509
13,2473021331312
9,89139774837692
12,3665788035705
10,1341442793287
10,2855177437793
10,0653050902114
13,4691383402535
8,62500702611697
8,59962251977023
7,43506325659261
6,2732707820961
12,011308429019
10,6808462859989
9,05626768699637
12,5211913290085
10,001051984055
7,25662826977428
10,4777039188601
5,58158644850812
7,56182912151963
9,66689592912311
12,5777577731942
11,2072745643974
10,2289059079999
8,67712300702232
11,0278039160974
9,79472613054388
6,56685351680915
8,8523885945997
12,4547792714305
12,5790113844118
8,903567169885
9,33194418362212
11,0486710902598
6,08436324109217
9,88946443898853
12,3198097914551
9,94949351908413
11,9504641194826
14,4226228029225
8,19332794070186
13,0021257801237
11,6053674869086
6,26715546271962
11,7589367255636
14,900196272054
11,0348771722124
12,4979024585614
7,23244619908158
15,5053807919023
11,4742959108858
10,7328857946482
6,24000299098882
11,8081609126434
10,0026860406039
14,5274356387046
8,13972882772402
10,3452553123156
13,1364465579607
12,1875101186804
14,7867743588117
9,85630223522239
15,1048642505452
11,6215399274612
11,1040420878304
7,63986464647215
9,25875361936848
10,8350854166701
11,6925568055172
11,5915997787392
13,9634617481795
9,36483393863587
13,0458211380279
11,455284118594
10,1684699717977
6,01123105569488
9,46571708496949
10,1144016798278
9,51334285713071
12,1561496591865
8,27565475161187
9,2979649388126
15,0906803512812
10,6724053395472
9,01184844734794
16,2604112551647
10,857935017685
10,8558039091016
8,48936886091116
12,5152804891713
7,57137992582955
9,23841882714241
6,94753717569627
13,0898443240801
12,8963777871682
10,523944086138
9,51089944401282
12,3858360347806
10,2241543108194
10,2512133615674
11,952844970164
10,4585881819748
12,5226253341652
7,90577910708905
10,3888584367299
10,7757270727248
7,15568221592078
8,73449024633844
12,3258796494311
